;Die Inhalte sind verständlich.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;12;17;1;0;0;0;1,633333333
;Die Sprache (Fremd- und Fachwörter) ist verständlich.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;16;14;0;0;0;0;1,466666667
;ch komme thematisch mit.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;17;12;1;0;0;0;1,466666667
;Die Zeit ist ausreichend für die bearbeiteten Themen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;18;7;4;0;0;1;1,666666667
;Ich habe den Eindruck, mein Wissen erweitert sich langfristig.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;8;20;1;1;0;0;1,833333333
;Ich kann mir die neuen Themen gut merken.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;9;18;2;1;0;0;1,833333333
;Ich denke, ich werde auch einige Zeit nach der Bearbeitung noch berichten können, was ich gelernt habe.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;8;16;5;1;0;0;1,966666667
;Ich werde das Gelernte im beruflichen Alltag anwenden.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;14;12;3;1;0;0;1,7
;Ich finde es gut, dass die beruflichen Handlungssituationen vermittelt bzw. besprochen werden.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;12;13;4;1;0;0;1,8
;Ich würde die Bearbeitung der Inhalte meinen Kollegen empfehlen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;15;10;5;0;0;0;1,666666667
;Es werden zuerst Probleme thematisiert und durch ihre Bearbeitung lerne ich somit die Themen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;3;10;9;6;1;1;2,833333333
;Ich kann echte Probleme bearbeiten und darin die zuvor gelernten Inhalte vertiefen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;7;13;6;3;1;0;2,266666667
;Es werden wahre Vorfälle aus meinem Arbeitsalltag vorgestellt und durch das selbständige Entwickeln von Lösungen kann ich die Themen vertiefen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;9;17;2;1;1;0;1,933333333
;Es werden Situationen aus dem Arbeitsalltag vorgestellt und ich muss herausfinden, was das mit dem jeweiligen Thema zu tun hat.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;5;13;7;3;2;0;2,466666667
;Es werden problematische Situationen aus dem Arbeitsalltag vorgestellt und ich muss herausfinden, mit welchen Fähigkeiten/welchem Wissen die Situation hätte verbessert werden können.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;8;15;4;2;1;0;2,1
;In der beruflichen Handlungssituation werden Situationen vorgestellt, die ich dann auf die jeweilige Aufgabe hin genauer betrachte.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;5;16;6;3;0;0;2,233333333
;Ich kann mein eigenes Wissen in die Bearbeitung mit einbringen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;16;11;2;0;0;1;1,666666667
;Auf meine bisherigen Erfahrungen zu den behandelten Themen wird eingegangen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;13;12;3;1;0;1;1,866666667
;Ich kann mein berufliches Wissen in die Bearbeitung mit einbringen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;17;9;3;0;0;1;1,666666667
;Ich kann meine bisherigen beruflichen Erlebnisse einbringen.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;16;11;1;1;0;1;1,7
;Die Lernbegleiter*innen fordern mich auf, mein Wissen und meine Erlebnisse bei der Bearbeitung aus dem Berufsalltag einzubringen;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;3;11;10;3;2;1;2,766666667
;Inhalte werden mit konkreten Beispielen erläutert.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;10;15;3;2;0;0;1,9
;Die Lernziele sind mir bekannt.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;10;12;6;2;0;0;2
;Die Lernziele werden erreicht.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;7;17;6;0;0;0;1,966666667
;Die Lernbegleiter*innen machen deutlich, welches die zentralen Punkte der besprochenen Themen sind.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;2;12;7;3;4;2;3,033333333
;Am Anfang der beruflichen Handlungssituation werden die Ziele bekannt gegeben, die mit der Bearbeitung erreicht werden sollten.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;4;12;8;1;3;2;2,766666667
;Die eingesetzten Medien sind für mein Verständnis hilfreich.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;13;12;3;1;0;1;1,866666667
;Die eingesetzten Medien sind zur Präsentation der Inhalte geeignet.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;13;11;5;0;0;1;1,866666667
;Ich kann das Gelernte bei der Bearbeitung üben.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;11;9;4;6;0;0;2,166666667
;Ich bekomme bei der Bearbeitung Feedback zu meinem Verhalten / meiner Leistung.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;8;9;7;5;0;1;2,433333333
;Ich kann das Feedback umsetzen und bei der Bearbeitung an meinem Verhalten / meiner Leistung arbeiten.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;10;10;5;4;0;1;2,233333333
;Bei der Bearbeitung habe ich die Möglichkeit, Dinge, die ich später in der Arbeit umsetzen soll, schon einmal auszuprobieren.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;11;10;5;2;1;0;1,966666667
;Das Feedback aus der Bearbeitung hilft mir, weiter am Gelernten zu arbeiten.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;8;9;8;4;0;1;2,4
;Inhalte werden in Diskussionen vertieft.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;12;11;7;0;0;0;1,833333333
;Ich habe Gelegenheit das Gelernte zu reflektieren.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;10;13;6;1;0;0;1,933333333
;In der Diskussion erfahre ich, dass Kollegen andere Sichtweisen zu den behandelten Themen haben.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;9;17;2;1;0;1;1,966666667
;Ich kenne die Wichtigkeit der einzelnen Themen für unterschiedliche Situationen;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;13;15;2;0;0;0;1,633333333
;Mir ist klar, wie ich die behandelten Inhalte im Arbeitsalltag anwenden kann.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;16;14;0;0;0;0;1,466666667
;Was muss in Bezug zur Evaluation dieser beruflicher Handlungssituationen noch gesagt werden?;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;Ich habe die Themen als sehr wichtig wahrnenommen, gerade in Bezug auf die Patientenübergabe und Einsatzdokumentation.;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;Die Art und Weise in einem Podcast zu lernen finde ich einen interessanten Ansatz. Mir hat es sehr geholfen, da ich ursprünglich dachte, das Thema ausreichend bearbeitet zu haben, später aber gemerkt habe, dass es noch sehr viel mehr Interessantes und Wichtiges gibt.;;;;;;
;;"
<br />Die Handlungssituation 09, die sich in der ersten Woche der Unterbringung auf der Grafenbergerallee ergab, war durch mehrere Unannehmlichkeiten geprägt, insbesondere durch das Fehlen von Dozenten und die Einschränkungen in der Selbstorganisation. Dies führte dazu, dass die Lernzeit ineffektiv genutzt wurde, da bekannte Inhalte wiederholt wurden, anstatt auf neue und fortgeschrittene Themen einzugehen. Eine bessere Verknüpfung mit anderen Ausbildungsbereichen und die Förderung von Eigeninitiative hätten dazu beitragen können, die Zeit sinnvoller zu nutzen und den Lernprozess effizienter zu gestalten. Insgesamt zeigte sich, dass die starre Organisation und das Fehlen von Flexibilität hinderlich für den Fortschritt des Kurses waren und wertvolle Lernzeit verloren ging.";;;;;;
;;Diese HNFs wurde durch unseren Kurs mit mehreren Praxistagen vertieft, wodurch das Gelernte sehr gut vertieft werden konnte.;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;Wir haben viel in der Praxis geübt, dies hat mir viel gebracht, das gelernt auch direkt anwende zu können.;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;"Neuer Schulblock, erste Woche auf der GBA => Kein ""entscheidungsfähiger"" Lernbegleiter (Jochen, Daniel oder Melina) in den ersten drei Tagen vor Ort, Kontaktaufnahme durch den Kurs zu diesen blieb zwei Tage Erfolglos";;;;;;
;;Praxistage wertvoll und hilfreich ;;;;;;
;;- unser Praxistraining war im Bezug auf die Vertiefung der Themen dieser HNFS sehr hilfreich ;;;;;;
;;;;;;;;
;;Praxis Woche war sehr gut und hilfreich ;;;;;;
;;Eine leider sehr negativ aufgenommene H-NFS, was ich ein Stück weit leider auf meine Kappe nehmen muss. Ich war, gemeinsam mit Nils, Moderator dieser Handlungssituation. Leider mit vielen Startschwierigkeiten (erste Woche nach Wache direkt auf GBA), Nils krank, Frage im Raum ob Gruppenführer vorziehen möglich ist… und und und. Zum Thema Gefahren der Einsatzstelle konnte ich leider nicht so viel mitnehmen, da ich die Inhalte bereits im Rahmen meiner feuerwehrtechnischen Ausbildung erlernt und gefestigt habe und mich damit „recht gut“ auskannte. Zum Thema Übergabe und Übernahme von Patienten gab es für mich einige neue und spannende Inhalte, welche ich mir aber definitiv nochmal genauer ansehen muss, um das Gelernte letztendlich wirklich in die Praxis umsetzen zu können.;;;;;;
;;Aufgrund der Größe der Gruppe, verbraucht es viel Zeit bis jeder die Handgriffe von einer kundigen Person gezeigt bekommen hat und es sollte mehr Zeit für die Praxis Tage geben, oder kleinere Klassen. ;;;;;;
;;Die Themen der Handlungssituation konnten nur außerhalb des Kurses erreicht werden. Neben der organisatorischen Problematik im Kurs wurden die Themen hier teilweise (Übernahme / Übergabe) in nur 3 Stunden fertig bearbeitet. Das Ziel die Handlungssituationen schnell lediglich anhand des Notfallsanitäter Heute  wird mit Wissenslücken erreicht. ;;;;;;
